,title,date,content
88,가을 장마라는데 자전거국토종주 많이 하십니다 오늘도 모두모두 힘내십시요 달성보민박하얀집 응원합니다,3일 전,가을 장마가 계속 되는 가운데 자전거국토종주 라이더들의 라이딩이 이어지고 있습니다 비가 내려 다소... 아침엔 가을이 느껴질만큼 시원하고 상쾌합니다 비가 와서 습도가 높은것이 조금 아쉽지만 라이딩하기엔 날씨...
89,2021년도 가을 장마 기간 알아보기,4일 전,몇일째 비소식으로 하루를 시작한다 몇일전 갑자기 솓아지는 비소식과 태풍소식 2021년도 가을 장마... 여름에는 장마 아닌듯 지나갔는데 가을 비소식은 그렇게 반갑지 않은듯 하다 텃밭 빨간 고추가 가을을 익어가는...
90,오늘도 비 ....가을장마 오늘도 외근 오늘도 바쁨에 감사,6일 전,가을장마라더니 요즘 며칠을 내리 출근길 비 다. 오늘도 외근이 줄줄이 잡혀있는데...일단 시작해 봐야지~ 즐거운 월급날이니까~ 오전에 급여명세서등등 행정업무 조금하다가 1차 외근 비 사이로 막가 건강보험공단...
91,"2021.08.21 가을 장마, 몸을 따뜻하게",2021.08.22.,"검은 피가 나왔다. 덕분에 위장 편안하게 잠자리에 들었다. 가을 장마, 몸을 따뜻하게, 이제 여름은 가을 뒤로 숨어 버렸다. 내일 다시 고개를 빼꼼 내밀려나 건강을 챙겨야 할 시기다. #오늘일기 #나의하루 #가을장마 #비"
92,마크로비오틱 일상_가을장마+텃밭 마당 풍경,5일 전,"가을 장마라고 하는데, 이 비가 그치면 정말 완연한 가을을 맞이할 것 같습니다. 며칠 새 가보는 양평 마당과 텃밭 풍경은 늘 새롭게 변화되어 있어요. 그 새 때와 순서에 따르는 다른 꽃들이 피고, 더 피어 있고, 또 활짝..."
93,"0823 :: 주제가 모이지 않는 날 (Feat. 가을장마, 우사오 읽기)",2021.08.23.,"가을 장마가 시작되었다 비가 온다. 하루 종일 온다. 가을 장마라고 했다. 폭풍과 관련된 재난 문자들이 너무... 다시 비 이야기로 돌아가서, 이 가을 비가 그치면 놀랍도록 서늘해진 기온에 몸서리 치며 팔이 긴 옷을 꺼내..."
94,오락가락 날씨 ㅡ 늦은 가을 장마,2021.08.21.,예보 가을 장마란다 여수나 다녀올까 하고 준비했다가 세찬 비에 다시 주저앉고 로컬푸드에서 장 봐서 나는 밥 하고 영친이는 김치찌개 끓여서 아점으로 먹었다 심심하게 해서 딱 좋았다 요리 프로그램을 많이 보더니...
95,가을장마와 야간 생태조사,5일 전,맹꽁이 서식지 안내판 지난 23일부터 가을장맛비가 내리고 연이어 태풍 오마이스로 대구지방에도 많은... 짧은 여름 장마에 맹꽁이들은 산란을 제대로 하지 못하고 지난해에도 가을장마에 번식했다. 24일 밤에 맹꽁이...
96,[Leica Q2] 가을장마 너무 기네요..,15시간 전,아름다운 하늘 보는게 제 하루의 보상이자 낙인데 가을장마가 길어도 너무 기네요.. 맑은 하늘 본지 너무 오래돼서 파란하늘이 그리워요 그래도 어제 조용한 바닷마을갔더니 아주 잠깐 일몰을 보여주어 감사한...
97,가을장마 비가 와서 좋긴하다! #오늘일기,6일 전,"가을장마라고 한다. 그래서인지 태풍이 물러갔음에도 비가 제법 쏟아졌던 그런 수요일~ 수요일~ 물의 날! 비의 날이구나!! ^_^ 개인적으로 비 내리는 날씨도, 짙은 구름 잔뜩 내려앉은 무거운 날씨도 좋아하는 나이기에..."
98,이른 가을장마 시작?,2021.08.15.,출처 https://imnews.imbc.com/replay/2021/nwdesk/article/6293405_34936.html 가을장마가 빨리 온다고 해석 하는 건지 가을장마와는 다른 성격으로 보는 건지 모르겠네요
99,[주말 일상] 카메라 필름/터널 증후군/가을 장마/옷 셔틀/카페 투어/육개장 칼국수,2021.08.21.,오늘은 가을 장마 오지게 비옴. 하얗게 비옴. 비 오는 날 침으로 혼나러 왔슴다. 요즘 손을 짚으면 찌릿하게... 거 너무 혼쭐내시는거 아임미꽈ㅠㅠ 가을 장마 내리는 오늘 동생과 카페 투어함. 비로 샤워하는 열정적인 투어...
100,가을 장마가 시작되었다./부추와 방동사니/비 갠 오후의 노을,2021.08.23.,"2021년 8월 21일 가을 장마가 시작되었다. 태풍도 올라오고 있다고 하는데 이쪽 동네는 아직 캄캄무소식인지... 가을 장마가 시작되었다. 아침이 되니 예보대로 비가 오고 있었다. 오토메 미니사과도,들판의 팥꽃도 비를 흠뻑..."
101,"2차 장마, 가을 장마",2021.08.21.,이른바 2차 장마라고도 불리는 가을 장마 때문이다. 여름과 가을의 교체기에 남쪽 뜨거운 공기가 물러나고 북쪽 찬 공기가 확장하여 동서로 길게 형성된 정체전선 때문이란다. 뜨거운 공기와 찬 공기의 경계면이 움직이지...
102,가을장마?! 12호 태풍 오마이스 진로 예상 방향과 강도 / 한반도 영향,2021.08.21.,(평소에 날씨 뉴스에 무감각한 편이라;;;) 그제서야 뉴스를 켜보니 가을장마라고 한다. 그런데 그냥... 중국과 일본을 강타한 장마전선에 태풍이 더해지는 걱정되는 상황. 별 일 없이 지나가면 좋겠다. 혹여나...
103,가을장마에 어울리는 남자머리 잘하는 곳,2021.08.22.,"가을장마에 어울리는 남자머리 잘하는 곳 가을 장마가 시작되면 부슬부슬 비가 내리기 시작하면서 정말 가을날씨처럼 선선한 바람이 불어오기 시작합니다. 이 시기에는 여름 헤어스타일을 정리하고, 가을 헤어스타일로..."
104,가을장마의 시작(주말일기),7일 전,해가 다시 나는가 싶더니 다시 먹구름. 올 여름에는 정말 비가 너무 안왔는데 뒤늦게 가을 장마라니. 그래도 비가 촉촉히 내리고 시원한 가을이 와주었으면. 겨울이 오기 전 선선한 가을날들을 기대하게 되는 시간. #주말일기
105,때아닌 가을장마로 며칠 자전거를 못타니 몸무게가 느네요...,2021.08.23.,내일도 비소식... 정말 기분이 우울합니다. 어정쩡한 여름장마가 지나니 결국 가을장마가 오는건지..... 구매한 고프로 촬영 테스트 해야하는데 날씨때문에 구매해놓고도 꺼내보질 못하네요.
106,가을 장마,2021.08.23.,뉴스에서는 가을장마가 온다고 이야기를 하는데 뜨거웠던 여름에는 비를 기다려도 오질 않고 지나가더니 햇빛이 필요한 가을에 비가 많이 내린다. 가을에 볕이 많이 들어야 과일도 맛이 들고 벼도 익는다고 어른들이...
107,한반도의 가을장마 폭우는 오늘을 고비로 ...,6일 전,일본 기상청의 내일저녁 예상 일기도로 놓고보면 장마전선은 그 흔적조차 없어지니 한반도의 늦장마 가을장마로 인한 폭우는 한시름 놓을수 있겠지 그렇지만 중국과 남태평양에서는 여전히 수증기 활동이 활발하여...
108,"8월23일 처서, 가을장마",2021.08.23.,"태풍이 올라오고 있어 가을장마가 온듯한 요즘이다. 밭 일부 정리하고 김장채소 심을 준비해야하는데... 비옷... 여름장마가 없어 근대가 싱싱했는데, 가을비에 병들고 녹아내린다. 근대는 과습에 약한듯하다. 우리집..."
109,가을 장마 시작부터 돌풍 동반 호우 이어 12호 태풍 '오마이스' 북상...태풍 오마이스 경로는?,2021.08.22.,"가을장마도 난리인 지금 태풍 오마이스 까지 북상하면서 제주에 영향이 갈것같은데요 지금 일본쪽을... 오늘, 가을장마 영향권에서 남해안에는 시간당 70mm 안팎의 물 폭탄이 쏟아졌고, 서해안에는 태풍급 돌풍이..."
110,210823_가을 장마 속의 무와 쪽파,2021.08.23.,"간 부추가 다소 억세다고 해서, 이번에는 조금만 더 자라면 베어가야겠다. 싶다. 가을장마가 가을 걷이에는 방해가 되겠지만, 새롭게 심은 농작물을 위해서는 좋은 기회가 될 듯 하다. 적당한 단비로 끝났으면 좋겠다. 부추"
111,가을 장마,2021.08.23.,"가을비가 내린다. 몇일째 오락가락 내리고 있지만 여름 장마처럼 습하지 않아서 비오는 날의 운치를 여유롭게 느낄 수 있다. 1+1 이벤트 하는 해바라기를 9,900원에.. 20송이나 왔다. 싸게 사서 기분이 좋다가도 꽃농사 지어서..."
112,가을장마와 AZ 백신 2차 접종,6일 전,"여름의 끝자락 그동안 덜 온 우량을 보충하려고 장마가 몰려왔나 여하튼 농작물에는 달갑지않은 비임에는... #탬플릿 #AZ 백신 2차접종 #가을장마 마술피리님의 탬프릿 기능 활용해 봤습니다. 감사~~~ © Patrice_Audet, 출처..."
113,가을장마,2021.08.23.,가을 장마라 합니다. 그토록 기다렸던 비인데 태풍과 함께온다하니 걱정입니다. 농장 관수시설 되어있으니... 그래도 이렇게 가을로 들어서는것이 고맙고. 비와함께 찾아온 태풍도 무사히 지나가길 바래봅니다.....
114,"고개숙인 불볕더위, 주말부터 '가을장마'",2021.08.18.,"폭염과 짧은 장마로 고생했는데 또 가을장마까지 온다니 엎친데 덮친 격""이라며 ""긴 가을비는 벼에 병충해를 일으킬 수 있어 고민이 크다""고 말했다. 기상청 관계자는 ""대전·충청 지역은 강우량이 워낙 부족했기에..."
115,중국·일본 강타한 가을장마 라네요;;;,2021.08.21.,"여름과 가을의 교체기, 남쪽 뜨거운 공기가 물러나고 북쪽 찬 공기가 확장하며 동서로 길게 형성된 정체전선, 2차 장마, 혹은 가을장마로 불리는 현상 때문이었습니다. 이 정체전선이 주말부터는 우리나라로 북상할..."
116,"가을장마 이유, 왜 가을을 앞두고 비가 많이 내리는 것일까?",7일 전,여름에 산동지방까지 올라갔던 고온 다습한 북태평양 고기압이 가을에 되면 북쪽의 찬 공기와 부딪치면서 남하하면서 비를 뿌리는 것인데요. 다만 가을장마는 여름 장마와 달리 장마전선이 형성되지 않고 따뜻한...
117,가을 장마에 이어 태풍 소식까지,2021.08.21.,그들에게도 가족은 소중할 터이니 이웃의 가족도 내 가족처럼 생각하는 마음이 되살아나길 조용히 심고합니다. 가을 장마와 이어지는 태풍12호 오마이스의 북상에도 당신이 무탈하기를 바랍니다.
118,가을장마,2021.08.22.,봄 제주엔 고사리장마가 있다. 고사리가 돋는 시기에 비가 자주내려 그런 이름이 붙혀졌다고 한다. 들녁 곡식 익어가는 시기에 가을비는 그리 반갑지 않다. 하지만 숲은 오히려 풍성해진다. 강원도 골짜기에 봄은 산물이...
119,[일상끄적] 비 주룩주룩 오는 토요일 (가을장마라니...),2021.08.21.,"20210820 비 주룩주룩 오는 토요일 (가을장마라니....) 가을 장마다. 이번주 내내 비가 내리고 있고, 다음주도 내릴 예정이다. 느즈막히 일어나 책을 읽다가 점심을 놓쳐버렸다. 그래서 짜파게티에 후라이두개 얹어 먹었다...."
120,가을장마,2021.08.21.,"가을엔 쟁여두었던 책도 몇권 읽고, 물감, 색연필과도 친해지고 싶다. 가을은 또다른 창조를 위한 계절이... 오늘은 계곡 못지않은 캠핑분위기라 우중속 멍때리기 하기 좋은날 #비많이와요 #가을장마네요 #맑고향기롭게"
121,가을장마,2021.08.21.,가을장마라더니 오늘은 비가 옵니다. 많은 비가 묻어오는 2차 장마랍니다. 주말부터 다음 주에는 비가 범벅 하네요. 작년보다는 양반이지만 조금 요란하겠지요? 비가 온다고 하니 마음이 급했답니다. 잡초는 비오기를 오래...
122,천리향 한반도 가을장마 태풍오는가?,2021.08.15.,형성된 가을장마 전선 길이 50ㅡ300km 길게 뻗어서 일본전역에 폭우가 내리고 있습니다 6월장마 보다... 있습니다 가을장마 가을태풍 추석전후 무섭습니다 안오면 좋의련만 ? 일기예보 수시로 듣고서 준비하시고 적적히...
123,가을 장마 너무 하네요~~,5일 전,가을장마 언제 끝날까요? 다음주까지 ~~ 계속 비가~~ 와요 ㅠㅡㅠ 그나마 선선하니 다행입니다. 해는 언제 나와?? 꽃그지였는데 선선해지니 하나 둘 꽃대도 보이내요ㅎ 송겨울 데니스 지니포선라이즈 봄날앤 꽃없음요 ㅠ...
124,가을 장마..,6일 전,가을 장마라는 복병을 만났네요. 이번주는 회사 출근하는 주라서 출근 전에 텃밭에 갔습니다. 고추가 걱정되어서요. 역시나 가을 장마라서 그런지 하우스 안에 말리고 있는 고추 중 일부가 물러지고 썩어가고 있네요....
125,"태풍이 지나가고 가을장마가 시작이라네요,",7일 전,"태풍이 지나가고 가을장마가 시작이라네요, 피해 없으시길 바라며 오늘도 화이팅하세요 ~"
126,가을장마온다고해요,2021.08.20.,주말부터 가을장마 시작한다고 하네요 ㅠㅠ장마지나고나서는 날씨 완전히 풀리겠죠? 지금도 날씨는 비약간온다고 되있는데 아직까지는 괜찮네요ㅠㅠ
127,[봉화산채] 가을장마에 태풍까지 온다하네요,2021.08.23.,갑자기 난데없이 가을장마에 태풍까지 온다고 하니 밭에 빨갛게 익어 주렁주렁 달려있는 고추수확에 전념하느라 일정에 차질이 조금 생겼네요. 항상 당해 년도의 고추를 말려서 저희가 직접 먹어보고 맵기를 판단하여...
128,가을장마,7일 전,"가뭄이 오랜동안 이어지더니 가을장마가 시작되엇다. 소독도 이쯤해서 마무리 질까햇는데 잦은 비에 한두번은 더 해야할듯 싶다. 오늘은 비가 멎어서 약통을 싣고, 약을 타놓앗더니 비가 오기 시작한다. 기다리자~~~ 해가..."
129,가을장마 시작인가봐요 .. 취소를 해야하려나..,2021.08.23.,역시 여름장마가 짧으면 가을장마 온다더니 어김없이 태풍이 오네요 ㅠㅠ 9월 첫째주에 양양 계곡으로 예약해놨는데 어플로는 그주 통으로 계속 비오는 걸로 되어 있네요. 뭐 아직 일자가 남아 있어서 날씨가 바뀔 확률이...
130,가을 장마라니...,7일 전,어제밤엔 천둥과 비..가 억수같이 내리더니 오늘은 습한 기운이 하루종일이네요~ 코로나에 가을 장마에 몸도 마음도 지쳤을것 같아요~~ 다들 빗길이 끝나기 전까지 가을 장마 대비 잘 하시구요 화이팅 하세요~~!! 아자아자~~~
131,가을장마,6일 전,할리 스밥 공랭 트라이엄프 베스파 300 ㅎㅎ가을시즌 시작과 동시에 장마네요 ㅠ 그래도 라이더 자켓을 입을 날씨가 되어가는거 같아서 설래고 있습니다
132,가을장마? 여름장마!,6일 전,"계절 구분을 12, 1 ,2월은 겨울. 3,4,5월은 봄. 6,7,8월은 여름. 9,10, 11월은 가을인데 지금의 장마를 가을장마라고 하는지? 여름장마 표현이 바르다고 생각되어 지네요. 지금 8월인데."
133,가을장마 시작을 알리는 태풍 오마이스...북상 중...,2021.08.23.,"여름 장마가 아닌 가을장마라고 앞으로 불러야 할...상황인... 곧 태풍 ""오마이스""가 강타한다라고 하는... 모두 비피해 없으시길 바랍니다. 장마는 드론도 치명적일 수 있기에 방습제 하나 출근때 챙겨서 사무실에서 잠자는..."
134,가을장마대비,2021.08.22.,내일부터 전남은 가을장마로 일주일 넘게 예보되어 있습니다. 현장 양수시설 보수 및 보강 작업으로 일요일이지만 부산하게 움직이느라 땀으로 샤워중입니다 ㅋㅋ 다음주 현장뿐 아니라 시계들도 대비하여 러버스트랩으로...
135,가을장마 ㅠㅠ,7일 전,어제밤 비에 천둥에 번개에… 시끄러운 태풍이 지나가나했더니 가을장마라네요.. 더위가 가신건 좋은데 이 습하고 꿉꿉한건 어쩌죠? 제습기가 고생중요 ㅠㅠ 모두 보송보송한 하루 되시길요
136,미친가을 장마...미친 습도ㅜㅜ,4일 전,집은 맨꼭대기층인데 가을장마가 길어서 진짜 습도가 미쳤네요ㅜㅜ 집에 제습기도 없어서 에어컨 틀어놓는데 날선선하니 금방 설정온도 낮게해둬도 설정온도로 가면 미지근한바람 나와서 습도 또 올라가고ㅜ 지금도...
137,가을장마~,2021.08.23.,가을장마라더니 이번주는 다 비옴이네요 ㅠㅠ 내일 태풍도 올라온다는데 그래도 여기까진 안오고 밑에 지방에서 끝날거같아요 장마 지나고 나면 부쩍추워지겠죠? ㅠㅠ 가을이 다가오니 21년도 얼마안남았다는게 새삼...
138,가을 장마가 시작되네요...,2021.08.23.,"긴 가을장마 소식에 시기 맞춰 심은 배추는 잘 자리잡아가고, 들깨 물빠짐 수로와 상추밭 콩밭등등 물난리나 쓸림없도록 살폈어요. 준비 끝!!! 여름엔 때양빛에 농작물이 녹아내리고, 장마비엔 쓸려내려가니 서글픈거..."
139,가을장마는 언제까지 일까요?,2021.08.14.,가을장마는 8월한달 계속 내릴까요..? ㅜㅜ아.비가오니..다니기가 불편하네요.. 햇빛 좀 보고싶어요ㅜㅜ잉~~~
140,가을장마라네요?,2021.08.21.,농사에는 도움이 안되는 가을장마입니다. 할 일이 많은 주말인데 비가 내립니다. 밭에 배수로 점검해야겠네요. 모든 농산물은 배수가 참 중요하지요. 어제는 늦게까지 새사무실 도작작업을 완료했네요. 주말작업예정이...
141,가을장마인가요?,4일 전,요즘들어 왜 비가 이렇게 자주오는지 아무래도 가을장마 같아요. 결실의 계절을 앞두고 일조량이 좋아야 과일이며 곡식들도 알알이 여물고 당도도 좋아질텐데... 맑고 청명한 가을하늘 보고싶어요.
142,"LG제습기 20L 399,600원 가을장마 준비하셔요",2021.08.18.,삼정 엘지 공식판매점에서 늦은 가을장마 대비로 제습기 할인하네요 폭염 이후 늦은 가을 장마 예정이라고해서 소음 적은 LG제습기 알아보다가 올려봅니다 엘지휘센제습기에요 당일출고랑 1등급 환급...
143,[하루만보챌린지 9일차]가을장마기간,2021.08.18.,작성 미션 완주 시 후기 작성 후 성공 인증 설문지를 꼭 제출해주세요. 오늘은 틈틈히 계속 걷기+ 스텝퍼로 만보 채웠습니다 가을 장마로 걷기를 잘 못하지만 선선해지는 것 같아 좋네요 걷기 좋은 계절 가을이 다가옵니다
144,가을장마 언제까지...,5일 전,가을장마 언제까지일까용 ㅠㅠㅠ 자꾸 비 오고 우중충해서 밖에 나가서 걷기도 싫어지네요... 평소에도 비를 별로 좋아하지않는데 장마기간은 정말 저에겐 너무 힘빠지는 기간이네요 ㅠㅠ 빨리 좀 화창해졌으면...
145,가을장마 폭우 이후 살아남은 에이트리노,3일 전,가을장마 폭우 이후 살아남은 에이트리노 이번가을 장마로 제일 피해가 큰 에이트리노 한50개 넘개 이미 낙과해서 썩고 있었습니다 남은것들 어느정도 수확해왔는데 대부분b급이라 쨈용으로 써야 할것같아요 중요한건...
146,"가을장마 이른 시작, 2021년 해당 기간은?",2021.08.20.,무더운 여름을 지나 날씨가 선선해지면서 가을이 다가왔다. 지난 19일 기상청 브리핑에 따르면 이번 주말부터 가을장마가 시작될것으로 전망되고 있다. 기상청은 저기압과 정체전선 영향으로 전국에 비가 내릴...
147,가을장마?,7일 전,가을장마 라는 말도 있네요 장마는 본격적인 더위가 오기전에 있는건줄 알았는데ㅋ 가을 맞이 장마인건가요?ㅋ 날씨가 참 요상하네요 덕분에 더위는 꺽여서 시원한데 농사짓는 분들 걱정이 많으시겠어요 ㅜㅜ 추석앞두고...
148,가을장마 시작,2021.08.21.,휴가 가시는 분들께서는 게릴라성 호우! 주의하세요~!! 가을 장마도 지나가고 나면 날이 완전히 풀릴것 같아요 그동안 더위로 정말 고생하셨어요 ㅜㅜ!!
149,오늘부터 가을장마래요,2021.08.21.,오늘부터 가을장마라고 하더니 비가 쏟아지네요. 다음주 내내 비가 온다고 하던데 우선 덥지 않고 시원한건 너무 좋아요. 그래도 우산을 써야한다는게 단점이고 눅눅하네요. 오늘같은날은 집콕이 최고인데.. 토요일이지만...
150,여름 끝났지요 다음주부터 가을장마,2021.08.20.,다음주부터 가을장마 입니다 가을 장마가 끝나면 100% 태풍이 한개 오겠지요? 그 태풍의 이름은 “실전태풍” 행복한 밤 되세요
151,담주부터 가을장마라네요~,2021.08.19.,다음주부터 가을장마래요 ^^ 가을에 장마가 있는줄은 처음알았어요 보통 가을에는 태풍이 불지 않나요?^^ 여튼 신기한 소식에 공유하려고 이렇게 적어봤네요 ^^ 오늘하루도 고생했어요 모두 ~
152,"주말부터 ""가을장마""",2021.08.20.,요즘 미세먼지 없어서 기분이라도 좋았는데..^^;;; 주말부터 다음주까지 쭈~~욱 비소식이네요. 가을장마래요. 비 오면 집 콕들 하시겠죠?? 가을장마 특수로 코로나 확진자 수 감소세 기대해 봅니다.
